ticker,title
KXUFACENT,Ultimate Frisbee Association Central Division Winner
KXUFAEAST,Ultimate Frisbee Association East Division Winner
KXUFASEMI,Ultimate Frisbee Association Championship Qualifiers
KXUFASOUTH,Ultimate Frisbee Association South Division Winner
KXUFAWEST,Ultimate Frisbee Association East Division Winner
KXUFC,UFC Weightclass Champion
KXUFCBANTAMWEIGHTTITLE,UFC Bantamweight Title
KXUFCDISTANCE,UFC To Go The Distance
KXUFCFEATHERWEIGHTTITLE,UFC Featherweight Title
KXUFCFIGHT,UFC Fight
KXUFCFLYWEIGHTTITLE,UFC Flyweight Title
KXUFCHEAVYWEIGHTTITLE,UFC Heavyweight Title
KXUFCLHEAVYWEIGHTTITLE,UFC Light Heavyweight Title
KXUFCLIGHTWEIGHTTITLE,UFC Lightweight Title
KXUFCMIDDLEWEIGHTTITLE,UFC Middleweight Title
KXUFCMOF,UFC Method of Finish
KXUFCMOV,UFC Method of Victory
KXUFCMWEIGHT,UFC Middleweight Champion
KXUFCROUNDS,UFC Total Rounds
KXUFCTITLE,UFC Title
KXUFCVICROUND,UFC Round of Victory
KXUFCWELTERWEIGHTTITLE,UFC Welterweight Title
KXUFCWHITEHOUSE,UFC at White House
KXUFLCHAMP,UFL Champion
KXUFLGAME,UFL Football Game
KXUFLSPREAD,UFL Spread
KXUFLTOTAL,UFL Total
KXUFLUSFLCONF,UFL USFL Conference Champion
KXUFLXFLCONF,UFL XLF Conference Champion
KXUKCOACH,Kentucky Next Coach
KXUNITEDCUP,United Cup Champions
KXUNITEDCUPADVANCE,United Cup Advance
KXUNITEDCUPMATCH,United Cup Match
KXUNRIVALEDGAME,Unrivaled Basketball Game
KXUNTCOACH,North Texas Next Coach
KXURYPD,Uruguayan Premier Division
KXURYPDGAME,Uruguay Primera Division Game
KXUSAF1,4th USA F1 race
KXUSFCOACH,USF Next Coach
KXUSL,USL Championship
KXUSLGAME,USL Championship Game
KXUSOMENSINGLES,US Open men's singles
KXUSOPEN,US Open
KXUSOPENCUP,US Open Cup Soccer
KXUSOPENCUPGAME,US Open Cup Game
KXUSOWOMENSINGLES,US Open women's singles
KXVALGCSEOUL,Game Changers : Championship Seoul
KXVALORANT,Valorant Tournament Winner
KXVALORANTGAME,Valorant game winner
KXVALORANTGAMETEAMVSMIBR,TEAM VS. MIBR
KXVALORANTMAP,Valorant Map Winner
KXVALORANTMASTERSFINALS,Who will win the VALORANT Masters Finals
KXVALPL,Valorant Predator League
KXVALPLIND,Valorant Predator League Indonesia
KXVALPLPHIL,Valorant Predator League Phillippines
KXVCCHAMPIONSPARIS,VALORANT Champions 2025 PARIS
KXVENFUTVE,Venezuela Primera Division
KXVENFUTVEGAME,Venezuela Liga FUTVE game
KXVTBGAME,VTB United League Game
KXVTCOACH,Virginia Tech Next Coach
KXWBCBANTAMWEIGHTTITLE,Boxing Bantamweight Title
KXWBCCRUISERWEIGHTTITLE,Boxing Cruiserweight Title
KXWBCF5,First 5 Winner
KXWBCF5SPREAD,First 5 innings spread
KXWBCF5TOTAL,First 5 Innings Total
KXWBCFEATHERWEIGHTTITLE,Boxing Featherweight Title
KXWBCFLYWEIGHTTITLE,Boxing Flyweight Title
KXWBCGAME,World Baseball Classic Game
KXWBCGROUP,WBC Pool Winner
KXWBCGROUPQUAL,WBC Pool Qualifiers
KXWBCHEAVYWEIGHTTITLE,Boxing Heavyweight Title
KXWBCHIT,World Baseball Classic Hits
KXWBCHR,World Baseball Classic Homerun
KXWBCKS,World Baseball Classic Strikeouts
KXWBCLIGHTWEIGHTTITLE,Boxing Lightweight Title
KXWBCMIDDLEWEIGHTTITLE,Boxing Middleweight Title
KXWBCMVP,WBC MVP
KXWBCPREPACK,MVE WBC pre pack
KXWBCRFI,World Baseball Class Run in First Inning
KXWBCROUND,WBC Round
KXWBCSPREAD,World Baseball Classic Spread
KXWBCTOTAL,World Baseball Classic Total
KXWBCWELTERWEIGHTTITLE,Boxing Welterweight Title
KXWC1STTIMEWIN,World Cup First Time Winner
KXWCAWARD,World Cup Award
KXWCBESTHOST,World Cup Best Performing Host Nation
KXWCCODWARZONE,Call of Duty: Warzone at 2025 Esports World Cup
KXWCCONGO,DR Congo World Cup
KXWCCONTINENT,World Cup Continent
KXWCCREG,West Coast Conference Regular Season Champions
KXWCGAME,World Cup Game
KXWCGOALLEADER,World Cup Goal Leader
KXWCGROUPGOALS,Group Stage Goals
KXWCGROUPQUAL,World Cup Group Qualifiers
KXWCGROUPWIN,World Cup Group Winner
KXWCGROUPWINNER,World Cup Group to Win
KXWCHOSTKO,World Cup All Host Nations to Reach Knockout Round
KXWCHOSTSTAGE,World Cup Farthest Stage Advanced to by a Host Nation
KXWCIRAN,Iran World Cup
KXWCLOCATION,World Cup Game Location
KXWCMESSIRONALDO,Goal Contributions Messi and Ronaldo
KXWCROUND,World Cup Reach Round
KXWCSQUAD,World Cup Squad
KXWCSTAGE,World Cup Furthest Stage Advanced
KXWCSTAGEOFELIM,World Cup Stage of Elimination
KXWEISSENHAUS,Freestyle Chess Grand Slam Weissenhaus
KXWINSTREAKHOUMLB10,Houston winning 10 games
KXWINSTREAKMANU,Man United Win Streak
KXWINSTREAKOKC,OKC Win Streak
KXWMARMAD,March Tournament (W)
KXWMARMAD1SEED,Women's March Madness 1 Seeds
KXWMARMADROUND,Reach March Madness Round
KXWMENSINGLES,WIMBLEDON men's singles
KXWNBA,WNBA Championship
KXWNBA1H,Women's Pro Basketball 1st Half Winner
KXWNBA1HSPREAD,Women's Pro Basketball 1st Half Spread
KXWNBA1HTOTAL,Women's Pro Basketball 1st Half Total
KXWNBA1HWINNER,Women's Pro Basketball 1st Half Winner
KXWNBA1SEED,Women's Pro Basketball #1 Seed
KXWNBA2H,Women's Pro Basketball 2nd Half Winner
KXWNBA2HSPREAD,Women's Pro Basketball 2nd Half Spread
KXWNBA2HTOTAL,Women's Pro Basketball 2nd Half Total
KXWNBA2HWINNER,Women's Pro Basketball 2nd Half Winner
KXWNBA3PT,Women's Pro Basketball Player Threes
KXWNBA40PTS,Women's Pro Basketball Player to Score 40 Points
KXWNBA6POY,WNBA Sixth Player of the Year
KXWNBA7FIGS,7 Figure WNBA salary
KXWNBAASGAME,WNBA All Star Game
KXWNBAAST,Women's Pro Basketball Player Assists
KXWNBACCUP,WNBA Commissioner's Cup Winner
KXWNBACCUPMVP,WNBA Commissioner's Cup MVP
KXWNBACOY,WNBA Coach of the Year
KXWNBADELAY,WNBA Season Delay
KXWNBADPOY,WNBA Defensive Player of the Year
KXWNBADRAFT1,WNBA Draft 1st Pick
KXWNBADRAFT2,WNBA Draft 2nd Pick
KXWNBADRAFT3,WNBA Draft 3rd Pick
KXWNBADRAFT4,WNBA Draft 4th Pick
KXWNBADRAFT5,WNBA Draft 5th Pick
KXWNBADRAFTTOP3,WNBA Draft Top 3
KXWNBADRAFTTOP5,WNBA Draft Top 5
KXWNBADUNK,Women's Pro Basketball Player to Dunk
KXWNBAEAST,Women's Pro Basketball Eastern Conference Champion
KXWNBAEAST1,Women's Pro Basketball Eastern Conference #1 Seed
KXWNBAFINALSMVP,WNBA Finals MVP
KXWNBAGAME,Women's Pro Basketball Game
KXWNBAGAMESPLAYED,WNBA Games Played in a Season
KXWNBAMIMP,WNBA Most Improved Player of the Year
KXWNBAMVP,Pro Women's Basketball MVP
KXWNBAPLAYOFF,Women's Pro Basketball Playoff Qualifiers
KXWNBAPORTNOY,WNBA Portnoy ban
KXWNBAPTS,Women's Pro Basketball Player Points
KXWNBARAISE,WNBA raise
KXWNBAREB,Women's Pro Basketball Player Rebounds
KXWNBAROOKAS,Women's Pro Basketball Rookie to be an All-Star
KXWNBAROTY,Pro Women's Basketball Rookie of the Year
KXWNBAROY,WNBA Rookie of the Year
KXWNBASERIES,Professional Women's Basketball Series
KXWNBASPREAD,Women's Pro Basketball Spread
KXWNBATOTAL,Women's Pro Basketball Total
KXWNBAWEST,Women's Pro Basketball Western Conference Champion
KXWNBAWEST1,Women's Pro Basketball Western Conference #1 Seed
KXWNBAWINS,WNBA Win Totals
KXWNBAWORSTREC,Women's Pro Basketball Worst Record
KXWO,Winter Olympics Medals
KXWO-ALPSKI,Winter Olympics Alpine Skiing
KXWO-BIATH,Winter Olympics Biathalon
KXWO-BOB,Winter Olympics Bobsled
KXWO-BRONZE,Winter Olympics Most Bronze Medals
KXWO-CURL,Winter Olympics Curling
KXWO-FIGSKATE,Winter Olympics Figure Skating
KXWO-FREESKI,Winter Olympics Freestyle Skiing
KXWO-FSKATE,Winter Olympics Figure Skating
KXWO-GOLD,Winter Olympics Most Gold Medals
KXWO-HOCKEY,Winter Olympics Hockey
KXWO-LUGE,Winter Olympics Luge
KXWO-MEDALS,Winter Olympics Most Medals
KXWO-NORDIC,Winter Olympics Nordic Combined
KXWO-SBOARD,Winter Olympics Snowboarding
KXWO-SILVER,Winter Olympics Most Silver Medals
KXWO-SKEL,Winter Olympics Skeleton
KXWO-SKIJUMP,Winter Olympics Ski Jump
KXWO-SKIMTN,Winter Olympics Ski Mountaineering
KXWO-SSKATE,Winter Olympics Speed Skating
KXWO-STRACK,Winter Olympics Short Track Speed Skating
KXWO-SWEEPS,Winter Olympics Total Podium Sweeps
KXWO-TOTALMEDALS,Winter Olympic Country Medal Count
KXWO-XC,Winter Olympics Cross Country Skiing
KXWOALPSKI,Winter Olympics Alpine Skiing
KXWOBIATH,Winter Olympics Biathalon
KXWOBOB,Winter Olympics Bobsled
KXWOCURL,Winter Olympics Curling
KXWOCURLGAME,Winter Olympics Curling Game
KXWODIMATCH,Women's ODI Cricket Match
KXWOFREESKI,Winter Olympics Freestyle Skiing
KXWOFSKATE,Winter Olympics Figure Skating
KXWOHOCKEY,Winter Olympics Hockey
KXWOLUGE,Winter Olympics Luge
KXWOMHOCKEY,Winter Olympics Men's Hockey
KXWOMHOCKEYFGOAL,Winter Olympics Hockey First Goal
KXWOMHOCKEYFIRSTGOAL,Winter Olympics Hockey First Goal
KXWOMHOCKEYGOAL,Olympic Hockey Goalscorer
KXWOMHOCKEYMVP,Men's Winter Olympics Hockey MVP
KXWOMHOCKEYSPREAD,Winter Olympics Men's Hockey Spread
KXWOMHOCKEYTOTAL,Winter Olympics Men's Hockey Goal Total
KXWONORDIC,Winter Olympics Nordic Combined
KXWORLDSMVP,Worlds MVP?
KXWOSBOARD,Winter Olympics Snowboarding
KXWOSKEL,Winter Olympics Skeleton
KXWOSKIJUMP,Winter Olympics Ski Jump
KXWOSKIMTN,Winter Olympics Ski Mountaineering
KXWOSSKATE,Winter Olympics Speed Skating
KXWOSTRACK,Winter Olympics Short Track Speed Skating
KXWOTW,Wave of the Winter
KXWOWHOCKEY,Winter Olympics Women's Hockey
KXWOXC,Winter Olympics Cross Country Skiing
KXWPL,WPL Champion
KXWPLGAME,Women's Indian Premier League Cricket Game
KXWSAL,MLB American League champion
KXWSNL,MLB National League champion
KXWSOPENTRANTS,How many Entrants in a WSOP Main Event
KXWT20MATCH,Women's T20 Match
KXWT20WORLDCUP,Women's T20 World Cup Winner
KXWTA,Women's Tournament Winner
KXWTAATX,WTA Tour ATX Open
KXWTACHALLENGERMATCH,Challenger WTA
KXWTADDF,WTA Tour Dubai Duty Free
KXWTADOUBLES,WTA Doubles Tennis Match
KXWTAFINALS,WTA Finals Champion
KXWTAGAME,WTA Tennis Winner
KXWTAGRANDSLAM,WTA Grand Slam
KXWTAIT,WTA Italian Open
KXWTAIWO,Indian Wells Open
KXWTAMAD,WTA Madrid
KXWTAMATCH,WTA Tennis Match
KXWTAMIA,WTA Miami
KXWTAMOA,WTA Tour Merida Open Akron
KXWTASERENA,Serena Williams WTA
KXWTASETWINNER,WTA Set Winner
KXWTESTMATCH,Women's Test Cricket Match
KXWWOMENSINGLES,Wimbledon women's singles
KXYTDAILYTOPVIDEO,DAILY TOP YOUTUBE VIDEO
KXZYWOOMVP,Will ZywOo be the MVP at the Budapest Major
KXZYWOOMVPBP,Will ZywOo be the MVP at the Budapest Major
