tourney_year_id,tourney_name,tourney_type,year,match_header,match_link,p1_name,p1_id,p1_rank,p2_name,p2_id,p2_rank,winner_name,winner_id,p1_score,p2_score
2023-319,Kitzbuhel,ATP 250,2023,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms003,Dominic Thiem,tb69,WC,Laslo Djere,db63,5,Dominic Thiem,tb69,6;7;7,7;5;6
2023-319,Kitzbuhel,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms004,Tomas Martin Etcheverry,ea24,1,Daniel Elahi Galan,ge33,,Tomas Martin Etcheverry,ea24,6;6;6,7;3;4
2023-319,Kitzbuhel,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms006,Laslo Djere,db63,5,Pedro Cachin,cg04,3,Laslo Djere,db63,6;6,4;2
2023-319,Kitzbuhel,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms005,Sebastian Baez,b0bi,,Alex Molcan,mv14,,Sebastian Baez,b0bi,6;6,4;3
2023-319,Kitzbuhel,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms007,Dominic Thiem,tb69,WC,Arthur Rinderknech,rc91,,Dominic Thiem,tb69,4;6;6,6;3;4
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms008,Tomas Martin Etcheverry,ea24,1,Guido Andreozzi,a887,Q,Tomas Martin Etcheverry,ea24,6;6,2;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms015,Arthur Rinderknech,rc91,,Yannick Hanfmann,h997,2,Arthur Rinderknech,rc91,7;6,6;3
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms013,Pedro Cachin,cg04,3,Albert Ramos-Vinolas,r772,,Pedro Cachin,cg04,7;6,5;3
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms010,Alex Molcan,mv14,,Sebastian Ofner,o513,4,Alex Molcan,mv14,4;7;7,6;5;6
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms012,Laslo Djere,db63,5,Thiago Seyboth Wild,sx91,WC,Laslo Djere,db63,7;6,6;3
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms011,Sebastian Baez,b0bi,,Roberto Carballes Baena,cf59,6,Sebastian Baez,b0bi,6;6,1;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms009,Daniel Elahi Galan,ge33,,Daniel Altmaier,ae14,8,Daniel Elahi Galan,ge33,3;6;7,6;2;6
2023-319,Kitzbuhel,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms014,Dominic Thiem,tb69,WC,Zhizhen Zhang,z371,,Dominic Thiem,tb69,1;6;6,6;3;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,,Tomas Martin Etcheverry,ea24,1,Bye,0,,Tomas Martin Etcheverry,ea24,,
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,,Yannick Hanfmann,h997,2,Bye,0,,Yannick Hanfmann,h997,,
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,,Pedro Cachin,cg04,3,Bye,0,,Pedro Cachin,cg04,,
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,,Sebastian Ofner,o513,4,Bye,0,,Sebastian Ofner,o513,,
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms024,Laslo Djere,db63,5,Christopher O'Connell,o483,,Laslo Djere,db63,6;7,4;6
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms023,Roberto Carballes Baena,cf59,6,Guido Pella,pc11,PR,Roberto Carballes Baena,cf59,6;6,2;4
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms028,Zhizhen Zhang,z371,,Dusan Lajovic,l987,7,Zhizhen Zhang,z371,6;6,3;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms019,Daniel Altmaier,ae14,8,Marc-Andrea Huesler,hh06,,Daniel Altmaier,ae14,6;6;6,7;2;4
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms017,Guido Andreozzi,a887,Q,Filip Misolic,m0jz,WC,Guido Andreozzi,a887,5;6;6,7;4;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms022,Sebastian Baez,b0bi,,Hamad Medjedovic,m0jf,Q,Sebastian Baez,b0bi,6;6,4;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms018,Daniel Elahi Galan,ge33,,Marco Cecchinato,cf01,,Daniel Elahi Galan,ge33,6;6,2;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms021,Alex Molcan,mv14,,Luca Van Assche,v0dz,,Alex Molcan,mv14,6;6,4;3
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms026,Albert Ramos-Vinolas,r772,,Juan Pablo Varillas,v836,,Albert Ramos-Vinolas,r772,6;7,1;5
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms030,Arthur Rinderknech,rc91,,Juan Manuel Cerundolo,c0c8,LL,Arthur Rinderknech,rc91,6;6;6,7;4;2
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms025,Thiago Seyboth Wild,sx91,WC,Dennis Novak,db59,Q,Thiago Seyboth Wild,sx91,6;6,3;4
2023-319,Kitzbuhel,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/ms029,Dominic Thiem,tb69,WC,Facundo Bagnis,bf23,Q,Dominic Thiem,tb69,7;7,6;6
2023-319,Kitzbuhel,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs005,Guido Andreozzi,a887,,Juan Manuel Cerundolo,c0c8,2,Guido Andreozzi,a887,6;6,2;4
2023-319,Kitzbuhel,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs006,Dennis Novak,db59,7,Thiago Monteiro,mj08,3,Dennis Novak,db59,6;6,4;3
2023-319,Kitzbuhel,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs007,Facundo Bagnis,bf23,4,Ivan Gakhov,ge28,6,Facundo Bagnis,bf23,4;6;6,6;3;4
2023-319,Kitzbuhel,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs004,Hamad Medjedovic,m0jf,5,Lukas Neumayer,n0cs,,Hamad Medjedovic,m0jf,6;6,3;1
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs008,Lukas Neumayer,n0cs,,Federico Coria,ce77,1,Lukas Neumayer,n0cs,6;6,1;2
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs010,Juan Manuel Cerundolo,c0c8,2,Francesco Maestrelli,m0if,,Juan Manuel Cerundolo,c0c8,6;6,3;2
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs012,Thiago Monteiro,mj08,3,Lukas Rosol,r685,AL,Thiago Monteiro,mj08,7;6,5;0
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs014,Facundo Bagnis,bf23,4,Maximilian Neuchrist,n663,,Facundo Bagnis,bf23,6;6;6,7;2;1
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs009,Hamad Medjedovic,m0jf,5,Lucas Miedler,mo55,AL,Hamad Medjedovic,m0jf,6;7,4;6
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs015,Ivan Gakhov,ge28,6,Kilian Feldbausch,f0f4,WC,Ivan Gakhov,ge28,6;7,4;6
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs013,Dennis Novak,db59,7,Joel Schwaerzler,s0wt,WC,Dennis Novak,db59,6;6,4;1
2023-319,Kitzbuhel,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/319/qs011,Guido Andreozzi,a887,,Jesper de Jong,d0c1,8,Guido Andreozzi,a887,7;6,6;2
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms001,Jannik Sinner,s0ag,7,Alex de Minaur,dh58,,Jannik Sinner,s0ag,6;6,4;1
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms002,Jannik Sinner,s0ag,7,Tommy Paul,pl56,12,Jannik Sinner,s0ag,6;6,4;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms003,Alex de Minaur,dh58,,Alejandro Davidovich Fokina,dh50,,Alex de Minaur,dh58,6;6,1;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms004,Tommy Paul,pl56,12,Carlos Alcaraz,a0e2,1,Tommy Paul,pl56,6;4;6,3;6;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms007,Alex de Minaur,dh58,,Daniil Medvedev,mm58,2,Alex de Minaur,dh58,7;7,6;5
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms005,Jannik Sinner,s0ag,7,Gael Monfils,mc65,PR,Jannik Sinner,s0ag,6;4;6,4;6;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms006,Alejandro Davidovich Fokina,dh50,,Mackenzie McDonald,mk66,,Alejandro Davidovich Fokina,dh50,6;6,4;2
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms008,Carlos Alcaraz,a0e2,1,Hubert Hurkacz,hb71,15,Carlos Alcaraz,a0e2,3;7;7,6;6;6
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms015,Daniil Medvedev,mm58,2,Lorenzo Musetti,m0ej,16,Daniil Medvedev,mm58,6;6,4;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms013,Alejandro Davidovich Fokina,dh50,,Casper Ruud,rh16,3,Alejandro Davidovich Fokina,dh50,7;4;7,6;6;6
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,,Jannik Sinner,s0ag,7,Andy Murray,mc10,,Jannik Sinner,s0ag,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms014,Alex de Minaur,dh58,,Taylor Fritz,fb98,8,Alex de Minaur,dh58,7;4;6,6;6;1
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms009,Tommy Paul,pl56,12,Marcos Giron,gc88,Q,Tommy Paul,pl56,6;6,3;2
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms012,Mackenzie McDonald,mk66,,Milos Raonic,r975,WC,Mackenzie McDonald,mk66,6;6,3;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms010,Gael Monfils,mc65,PR,Aleksandar Vukic,v832,LL,Gael Monfils,mc65,6;6,4;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms016,Carlos Alcaraz,a0e2,1,Ben Shelton,s0s1,,Carlos Alcaraz,a0e2,6;7,3;6
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms031,Daniil Medvedev,mm58,2,Matteo Arnaldi,a0fc,Q,Daniil Medvedev,mm58,6;7,2;5
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms027,Casper Ruud,rh16,3,Jiri Lehecka,l0bv,,Casper Ruud,rh16,7;6,6;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms020,Gael Monfils,mc65,PR,Stefanos Tsitsipas,te51,4,Gael Monfils,mc65,6;6,4;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms019,Marcos Giron,gc88,Q,Holger Rune,r0dg,5,Marcos Giron,gc88,6;4;6,2;6;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms024,Mackenzie McDonald,mk66,,Andrey Rublev,re44,6,Mackenzie McDonald,mk66,6;6,4;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms023,Jannik Sinner,s0ag,7,Matteo Berrettini,bk40,,Jannik Sinner,s0ag,6;6,4;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms028,Taylor Fritz,fb98,8,Ugo Humbert,hh26,,Taylor Fritz,fb98,7;3;6,6;6;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms018,Tommy Paul,pl56,12,Francisco Cerundolo,c0au,,Tommy Paul,pl56,7;6;6,6;7;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms026,Alejandro Davidovich Fokina,dh50,,Alexander Zverev,z355,13,Alejandro Davidovich Fokina,dh50,6;6,1;2
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms017,Hubert Hurkacz,hb71,15,Miomir Kecmanovic,ki95,,Hubert Hurkacz,hb71,5;6;6,7;3;0
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms030,Lorenzo Musetti,m0ej,16,Thanasi Kokkinakis,kd46,Q,Lorenzo Musetti,m0ej,4;7;6,6;5;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms029,Alex de Minaur,dh58,,Gabriel Diallo,d0f6,WC,Alex de Minaur,dh58,6;7,4;5
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms022,Andy Murray,mc10,,Max Purcell,ph71,Q,Andy Murray,mc10,7;3;7,6;6;5
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms025,Milos Raonic,r975,WC,Taro Daniel,da81,Q,Milos Raonic,r975,6;6,4;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms021,Aleksandar Vukic,v832,LL,Sebastian Korda,k0ah,,Aleksandar Vukic,v832,6;4;7,3;6;6
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Carlos Alcaraz,a0e2,1,Bye,0,,Carlos Alcaraz,a0e2,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Daniil Medvedev,mm58,2,Bye,0,,Daniil Medvedev,mm58,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Casper Ruud,rh16,3,Bye,0,,Casper Ruud,rh16,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Stefanos Tsitsipas,te51,4,Bye,0,,Stefanos Tsitsipas,te51,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Holger Rune,r0dg,5,Bye,0,,Holger Rune,r0dg,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Andrey Rublev,re44,6,Bye,0,,Andrey Rublev,re44,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Jannik Sinner,s0ag,7,Bye,0,,Jannik Sinner,s0ag,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,,Taylor Fritz,fb98,8,Bye,0,,Taylor Fritz,fb98,,
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms051,Milos Raonic,r975,WC,Frances Tiafoe,td51,9,Milos Raonic,r975,6;7;6,7;6;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms044,Max Purcell,ph71,Q,Felix Auger-Aliassime,ag37,10,Max Purcell,ph71,6;6,4;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms059,Alex de Minaur,dh58,,Cameron Norrie,n771,11,Alex de Minaur,dh58,7;6,5;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms036,Tommy Paul,pl56,12,Diego Schwartzman,sm37,Q,Tommy Paul,pl56,6;3;6,3;6;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms052,Alexander Zverev,z355,13,Tallon Griekspoor,gj37,,Alexander Zverev,z355,6;7,4;6
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms043,Aleksandar Vukic,v832,LL,Borna Coric,cg80,14,Aleksandar Vukic,v832,6;6,2;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms035,Hubert Hurkacz,hb71,15,Alexander Bublik,bk92,,Hubert Hurkacz,hb71,6;7,3;6
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms060,Lorenzo Musetti,m0ej,16,Yoshihito Nishioka,n732,,Lorenzo Musetti,m0ej,6;6,4;1
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms062,Matteo Arnaldi,a0fc,Q,Vasek Pospisil,pd07,WC,Matteo Arnaldi,a0fc,6;6,4;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms046,Matteo Berrettini,bk40,,Gregoire Barrere,bk24,,Matteo Berrettini,bk40,6;6,4;3
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms037,Francisco Cerundolo,c0au,,Alexis Galarneau,gk06,WC,Francisco Cerundolo,c0au,6;4;6,2;6;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms050,Taro Daniel,da81,Q,Adrian Mannarino,me82,,Taro Daniel,da81,7;6,6;4
2023-421,ATP Masters 1000 Canada,Masters 1000,2023,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/421/ms053,Alejandro Davidovich Fokina,dh50,,J.J. Wolf,w09g,,Alejandro Davidovich Fokina,dh50,6;6,0;2
