tourney_year_id,tourney_name,tourney_type,year,match_header,match_link,p1_name,p1_id,p1_rank,p2_name,p2_id,p2_rank,winner_name,winner_id,p1_score,p2_score
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Carlos Alcaraz,a0e2,2,Bye,0,,Carlos Alcaraz,a0e2,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Alexander Zverev,z355,3,Bye,0,,Alexander Zverev,z355,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Taylor Fritz,fb98,4,Bye,0,,Taylor Fritz,fb98,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Ben Shelton,s0s1,5,Bye,0,,Ben Shelton,s0s1,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Alex de Minaur,dh58,6,Bye,0,,Alex de Minaur,dh58,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Holger Rune,r0dg,7,Bye,0,,Holger Rune,r0dg,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Lorenzo Musetti,m0ej,8,Bye,0,,Lorenzo Musetti,m0ej,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Andrey Rublev,re44,9,Bye,0,,Andrey Rublev,re44,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Frances Tiafoe,td51,10,Bye,0,,Frances Tiafoe,td51,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Casper Ruud,rh16,11,Bye,0,,Casper Ruud,rh16,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Daniil Medvedev,mm58,12,Bye,0,,Daniil Medvedev,mm58,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Tommy Paul,pl56,13,Bye,0,,Tommy Paul,pl56,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Karen Khachanov,ke29,14,Bye,0,,Karen Khachanov,ke29,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Flavio Cobolli,c0e9,15,Bye,0,,Flavio Cobolli,c0e9,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Jakub Mensik,m0ni,16,Bye,0,,Jakub Mensik,m0ni,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Alejandro Davidovich Fokina,dh50,17,Bye,0,,Alejandro Davidovich Fokina,dh50,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Tomas Machac,m0fh,19,Bye,0,,Tomas Machac,m0fh,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Ugo Humbert,hh26,20,Bye,0,,Ugo Humbert,hh26,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Alexei Popyrin,p09z,21,Bye,0,,Alexei Popyrin,p09z,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Jiri Lehecka,l0bv,22,Bye,0,,Jiri Lehecka,l0bv,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Felix Auger-Aliassime,ag37,23,Bye,0,,Felix Auger-Aliassime,ag37,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Denis Shapovalov,su55,24,Bye,0,,Denis Shapovalov,su55,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Stefanos Tsitsipas,te51,25,Bye,0,,Stefanos Tsitsipas,te51,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Tallon Griekspoor,gj37,26,Bye,0,,Tallon Griekspoor,gj37,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Brandon Nakashima,n0ae,27,Bye,0,,Brandon Nakashima,n0ae,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Alex Michelsen,m0qi,28,Bye,0,,Alex Michelsen,m0qi,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Luciano Darderi,d0fj,29,Bye,0,,Luciano Darderi,d0fj,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Gabriel Diallo,d0f6,30,Bye,0,,Gabriel Diallo,d0f6,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Lorenzo Sonego,su87,31,Bye,0,,Lorenzo Sonego,su87,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Cameron Norrie,n771,32,Bye,0,,Cameron Norrie,n771,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms086,Terence Atmane,a0gc,Q,Yoshihito Nishioka,n732,,Terence Atmane,a0gc,6;6,2;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms066,Sebastian Baez,b0bi,,David Goffin,gb88,,Sebastian Baez,b0bi,6;6,1;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms110,Nishesh Basavareddy,b0nn,WC,Aleksandar Vukic,v832,LL,Nishesh Basavareddy,b0nn,7;7,6;5
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms098,Roberto Bautista Agut,bd06,,Daniel Altmaier,ae14,,Roberto Bautista Agut,bd06,7;7,6;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms082,Zizou Bergs,bu13,,Jacob Fearnley,f0by,,Zizou Bergs,bu13,6;6,1;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms109,Alexander Blockx,b0pg,Q,Marcos Giron,gc88,,Alexander Blockx,b0pg,6;3;6,2;6;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms078,Benjamin Bonzi,bm95,,Matteo Arnaldi,a0fc,,Benjamin Bonzi,bm95,6;6;6,7;3;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms101,Tristan Boyer,b0ej,WC,Brandon Holt,h09p,WC,Tristan Boyer,b0ej,6;7,3;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms106,Jenson Brooksby,b0cd,WC,Alexandre Muller,mp20,,Jenson Brooksby,b0cd,7;5;6,6;7;1
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms089,Roberto Carballes Baena,cf59,,Hugo Gaston,g09o,,Roberto Carballes Baena,cf59,6;5;6,4;7;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,,Arthur Cazaux,c0h0,LL,Bye,0,,Arthur Cazaux,c0h0,,
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms114,Francisco Comesana,c0df,,Jaume Munar,mu94,,Francisco Comesana,c0df,6;6,4;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms126,Damir Dzumhur,d923,,Mattia Bellucci,b0gg,,Damir Dzumhur,d923,7;7,6;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms074,Tomas Martin Etcheverry,ea24,,Juncheng Shang,s0re,,Tomas Martin Etcheverry,ea24,6;7;6,7;6;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms085,Joao Fonseca,f0fv,,Yunchaokete Bu,y09v,,Joao Fonseca,f0fv,4;6;7,6;2;5
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms065,Daniel Elahi Galan,ge33,Q,Vit Kopriva,ki82,,Daniel Elahi Galan,ge33,6;6,2;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms117,Martin Landaluce,l0il,Q,Patrick Kypson,k0a3,Q,Martin Landaluce,l0il,3;6;6,6;3;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms069,Adrian Mannarino,me82,Q,Jordan Thompson,tc61,,Adrian Mannarino,me82,6;6,2;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms077,Fabian Marozsan,m0ci,,Colton Smith,s0ze,Q,Fabian Marozsan,m0ci,6;4;6,1;6;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms070,Pedro Martinez,mo44,,Nicolas Jarry,j551,WC,Pedro Martinez,mo44,1;6;6,6;4;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms125,Hamad Medjedovic,m0jf,,Aleksandar Kovacevic,k0az,,Hamad Medjedovic,m0jf,6;6,2;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms093,Corentin Moutet,mw02,,Mackenzie McDonald,mk66,,Corentin Moutet,mw02,7;6,5;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms122,Luca Nardi,n0bg,LL,Thiago Agustin Tirante,t0a1,Q,Luca Nardi,n0bg,6;7,4;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms081,Emilio Nava,n0am,Q,Borna Coric,cg80,,Emilio Nava,n0am,6;7,3;5
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms113,Reilly Opelka,o522,,Hugo Dellien,da31,,Reilly Opelka,o522,7;7,5;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms121,Ethan Quinn,q02l,,Miomir Kecmanovic,ki95,,Ethan Quinn,q02l,7;6,6;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms073,Arthur Rinderknech,rc91,,Nuno Borges,bt72,,Arthur Rinderknech,rc91,6;6,3;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms105,Valentin Royer,r0eb,Q,Sebastian Ofner,o513,PR,Valentin Royer,r0eb,5;6;6,7;3;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms094,Roman Safiullin,sx50,,Alejandro Tabilo,te30,,Roman Safiullin,sx50,6;6,3;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms118,Learner Tien,t0ha,,Leandro Riedi,r0fs,Q,Learner Tien,t0ha,6;6,3;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms097,Camilo Ugo Carabelli,u182,,Kei Nishikori,n552,,Camilo Ugo Carabelli,u182,7;6,5;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms102,Adam Walton,w09e,,Mariano Navone,n0bs,LL,Adam Walton,w09e,4;7;6,6;6;1
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/ms090,Coleman Wong,w0bh,Q,Giovanni Mpetshi Perricard,m0gz,,Coleman Wong,w0bh,6;6,3;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs016,Thiago Agustin Tirante,t0a1,22,Arthur Cazaux,c0h0,1,Thiago Agustin Tirante,t0a1,7;6,6;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs017,Emilio Nava,n0am,15,Mariano Navone,n0bs,2,Emilio Nava,n0am,7;6,5;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs020,Adrian Mannarino,me82,5,Dalibor Svrcina,s0gd,17,Adrian Mannarino,me82,6;6,3;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs021,Alexander Blockx,b0pg,18,Luca Nardi,n0bg,6,Alexander Blockx,b0pg,6;6,4;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs022,Patrick Kypson,k0a3,WC,Aleksandar Vukic,v832,7,Patrick Kypson,k0a3,7;7,6;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs023,Daniel Elahi Galan,ge33,24,Aleksandr Shevchenko,s0h2,8,Daniel Elahi Galan,ge33,7;4,6;1
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs027,Valentin Royer,r0eb,12,Liam Draxl,d0dp,14,Valentin Royer,r0eb,2;6;6,6;3;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs024,Colton Smith,s0ze,,Nikoloz Basilashvili,bg23,13,Colton Smith,s0ze,7;6,5;1
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs018,Coleman Wong,w0bh,,Shintaro Mochizuki,m0hu,19,Coleman Wong,w0bh,7;6,6;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs025,Terence Atmane,a0gc,23,Li Tu,tc01,,Terence Atmane,a0gc,7;6,5;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs026,Martin Landaluce,l0il,,Arthur Fery,f0dm,AL,Martin Landaluce,l0il,6;6;6,2;7;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs019,Leandro Riedi,r0fs,PR,Lloyd Harris,hg86,PR,Leandro Riedi,r0fs,7;6,6;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs032,Arthur Cazaux,c0h0,1,Mark Lajal,l0gh,,Arthur Cazaux,c0h0,4;6;6,6;1;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs034,Mariano Navone,n0bs,2,Jan-Lennard Struff,sl28,,Mariano Navone,n0bs,6;6;6,7;2;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs036,Coleman Wong,w0bh,,Juan Manuel Cerundolo,c0c8,3,Coleman Wong,w0bh,6;6,2;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs038,Leandro Riedi,r0fs,PR,Pablo Carreno Busta,cd85,4,Leandro Riedi,r0fs,7;6,6;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs040,Adrian Mannarino,me82,5,Mitchell Krueger,kc12,,Adrian Mannarino,me82,6;6,1;1
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs042,Luca Nardi,n0bg,6,Aidan Mayo,m0nb,WC,Luca Nardi,n0bg,6;6,3;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs044,Aleksandar Vukic,v832,7,Murphy Cassone,c0ht,WC,Aleksandar Vukic,v832,7;6;7,5;7;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs046,Aleksandr Shevchenko,s0h2,8,Tyler Zink,z0ak,WC,Aleksandr Shevchenko,s0h2,7;6;6,6;7;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs048,Colton Smith,s0ze,,Tristan Schoolkate,s0n0,9,Colton Smith,s0ze,6;6,4;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs050,Li Tu,tc01,,James Duckworth,d994,10,Li Tu,tc01,7;6,6;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs054,Valentin Royer,r0eb,12,Juan Pablo Ficovich,fa43,,Valentin Royer,r0eb,6;6,1;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs049,Nikoloz Basilashvili,bg23,13,Christopher Eubanks,e865,,Nikoloz Basilashvili,bg23,6;4;7,4;6;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs055,Liam Draxl,d0dp,14,Andres Martin,m0np,WC,Liam Draxl,d0dp,6;7,3;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs035,Emilio Nava,n0am,15,Mikhail Kukushkin,k926,,Emilio Nava,n0am,7;6,5;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs053,Martin Landaluce,l0il,,Cristian Garin,gd64,16,Martin Landaluce,l0il,6;3;7,4;6;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs041,Dalibor Svrcina,s0gd,17,Yosuke Watanuki,wb08,,Dalibor Svrcina,s0gd,6;6,2;0
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs043,Alexander Blockx,b0pg,18,Alibek Kachmazov,k0e6,,Alexander Blockx,b0pg,4,2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs037,Shintaro Mochizuki,m0hu,19,Facundo Bagnis,bf23,PR,Shintaro Mochizuki,m0hu,3;6;6,6;3;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs039,Lloyd Harris,hg86,PR,Eliot Spizzirri,s0ja,20,Lloyd Harris,hg86,7;4;7,6;6;6
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs045,Patrick Kypson,k0a3,WC,Matteo Gigante,g0gd,21,Patrick Kypson,k0a3,6;6,3;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs033,Thiago Agustin Tirante,t0a1,22,James Trotter,t0bw,,Thiago Agustin Tirante,t0a1,6;3;6,2;6;3
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs051,Terence Atmane,a0gc,23,Omar Jasika,j553,,Terence Atmane,a0gc,7;6,5;4
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs047,Daniel Elahi Galan,ge33,24,Taro Daniel,da81,,Daniel Elahi Galan,ge33,7;6,5;2
2025-422,ATP Masters 1000 Cincinnati,Masters 1000,2025,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2025/422/qs052,Arthur Fery,f0dm,AL,Zachary Svajda,s0k7,,Arthur Fery,f0dm,7;4;7,6;6;6
2025-6242,Winston-Salem,ATP 250,2025,Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms001,Marton Fucsovics,f724,,Botic van de Zandschulp,v812,,Marton Fucsovics,f724,6;7,3;6
2025-6242,Winston-Salem,ATP 250,2025,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms002,Botic van de Zandschulp,v812,,Giovanni Mpetshi Perricard,m0gz,9,Botic van de Zandschulp,v812,6;7,4;5
2025-6242,Winston-Salem,ATP 250,2025,Semi-Finals -,,Marton Fucsovics,f724,,Sebastian Korda,k0ah,11,Marton Fucsovics,f724,,
2025-6242,Winston-Salem,ATP 250,2025,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms005,Giovanni Mpetshi Perricard,m0gz,9,Hamad Medjedovic,m0jf,,Giovanni Mpetshi Perricard,m0gz,7;6,6;2
2025-6242,Winston-Salem,ATP 250,2025,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms006,Sebastian Korda,k0ah,11,Miomir Kecmanovic,ki95,13,Sebastian Korda,k0ah,6;6,1;4
2025-6242,Winston-Salem,ATP 250,2025,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms007,Marton Fucsovics,f724,,Jaume Munar,mu94,12,Marton Fucsovics,f724,7;6,5;3
2025-6242,Winston-Salem,ATP 250,2025,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms004,Botic van de Zandschulp,v812,,Yunchaokete Bu,y09v,,Botic van de Zandschulp,v812,6;5;6,3;7;3
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms013,Miomir Kecmanovic,ki95,13,Luciano Darderi,d0fj,3,Miomir Kecmanovic,ki95,6;6,3;1
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms010,Hamad Medjedovic,m0jf,,Gabriel Diallo,d0f6,4,Hamad Medjedovic,m0jf,6;6,4;2
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms014,Jaume Munar,mu94,12,Lorenzo Sonego,su87,5,Jaume Munar,mu94,4;6;6,6;4;1
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms011,Giovanni Mpetshi Perricard,m0gz,9,Alexandre Muller,mp20,8,Giovanni Mpetshi Perricard,m0gz,6;6,3;2
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms009,Botic van de Zandschulp,v812,,Sebastian Baez,b0bi,10,Botic van de Zandschulp,v812,0;6;6,6;1;4
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms012,Sebastian Korda,k0ah,11,Kamil Majchrzak,mq75,,Sebastian Korda,k0ah,6;6;6,7;3;4
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms015,Marton Fucsovics,f724,,Roberto Bautista Agut,bd06,14,Marton Fucsovics,f724,6;6,4;3
2025-6242,Winston-Salem,ATP 250,2025,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms008,Yunchaokete Bu,y09v,,Mariano Navone,n0bs,,Yunchaokete Bu,y09v,6;6,4;4
2025-6242,Winston-Salem,ATP 250,2025,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms016,Yunchaokete Bu,y09v,,Stefanos Tsitsipas,te51,1,Yunchaokete Bu,y09v,6;6,3;2
2025-6242,Winston-Salem,ATP 250,2025,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms031,Marton Fucsovics,f724,,Tallon Griekspoor,gj37,2/WC,Marton Fucsovics,f724,6;4;6,3;6;3
2025-6242,Winston-Salem,ATP 250,2025,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms027,Luciano Darderi,d0fj,3,Mackenzie McDonald,mk66,,Luciano Darderi,d0fj,7;6;6,6;7;4
2025-6242,Winston-Salem,ATP 250,2025,Round of 32 -,,Gabriel Diallo,d0f6,4,Nishesh Basavareddy,b0nn,Q,Gabriel Diallo,d0f6,,
2025-6242,Winston-Salem,ATP 250,2025,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms028,Lorenzo Sonego,su87,5,Stefan Dostanic,d0d4,WC,Lorenzo Sonego,su87,6;6;7,3;7;6
2025-6242,Winston-Salem,ATP 250,2025,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms019,Botic van de Zandschulp,v812,,Matteo Arnaldi,a0fc,6,Botic van de Zandschulp,v812,6;6,3;3
2025-6242,Winston-Salem,ATP 250,2025,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2025/6242/ms024,Kamil Majchrzak,mq75,,Nuno Borges,bt72,7,Kamil Majchrzak,mq75,6;6,1;3
